I,II,III,AVR,AVL,AVF,V1,V2,V3,V4,V5,V6
0.004,0.009,0.005,-0.007,-0.001,0.007,0.01,0.009,-0.025,-0.026,-0.055,-0.039
0.011,0.014,0.003,-0.013,0.004,0.008,0.009,0.006,-0.022,-0.033,-0.05,-0.035
0.019,0.019,0.0,-0.019,0.009,0.009,0.011,0.004,-0.019,-0.041,-0.046,-0.035
0.029,0.025,-0.004,-0.027,0.016,0.011,0.008,0.005,-0.015,-0.033,-0.041,-0.034
0.034,0.029,-0.005,-0.031,0.02,0.012,0.015,0.004,-0.01,-0.03,-0.04,-0.03
0.032,0.023,-0.009,-0.027,0.021,0.006,0.026,0.005,-0.012,-0.025,-0.04,-0.029
0.032,0.014,-0.018,-0.022,0.025,-0.002,0.025,0.002,-0.018,-0.02,-0.036,-0.033
0.032,0.006,-0.026,-0.018,0.029,-0.01,0.023,-0.004,-0.022,-0.025,-0.034,-0.035
0.026,-0.004,-0.03,-0.011,0.028,-0.017,0.02,-0.011,-0.027,-0.035,-0.036,-0.036
0.01,-0.02,-0.03,0.005,0.02,-0.025,0.02,-0.018,-0.031,-0.043,-0.045,-0.038
-0.006,-0.036,-0.03,0.021,0.012,-0.033,0.018,-0.024,-0.036,-0.049,-0.055,-0.045
-0.006,-0.036,-0.03,0.021,0.013,-0.033,0.014,-0.031,-0.039,-0.054,-0.055,-0.055
-0.001,-0.031,-0.03,0.016,0.015,-0.03,0.012,-0.034,-0.042,-0.055,-0.056,-0.055
-0.002,-0.029,-0.027,0.016,0.012,-0.028,0.009,-0.037,-0.044,-0.054,-0.061,-0.058
0.0,-0.024,-0.024,0.013,0.013,-0.024,0.005,-0.039,-0.048,-0.056,-0.059,-0.06
0.005,-0.02,-0.025,0.008,0.015,-0.022,0.007,-0.044,-0.05,-0.07,-0.071,-0.062
0.0,-0.02,-0.02,0.01,0.01,-0.02,0.019,-0.05,-0.054,-0.076,-0.082,-0.066
0.0,-0.02,-0.02,0.01,0.01,-0.02,0.021,-0.05,-0.055,-0.077,-0.079,-0.064
-0.001,-0.021,-0.02,0.011,0.01,-0.02,0.019,-0.05,-0.05,-0.081,-0.081,-0.066
-0.01,-0.02,-0.01,0.016,0.0,-0.015,0.021,-0.05,-0.05,-0.083,-0.08,-0.065
-0.012,-0.036,-0.024,0.024,0.006,-0.03,0.018,-0.057,-0.046,-0.087,-0.081,-0.06
0.01,-0.024,-0.033,0.007,0.022,-0.028,0.023,-0.052,-0.044,-0.077,-0.073,-0.053
-0.001,-0.016,-0.015,0.009,0.007,-0.015,0.031,-0.035,-0.043,-0.063,-0.058,-0.048
-0.007,-0.003,0.004,0.005,-0.005,0.0,0.04,-0.026,-0.027,-0.05,-0.045,-0.041
0.066,0.07,0.004,-0.068,0.03,0.037,0.039,-0.019,-0.016,-0.014,-0.018,-0.023
0.081,0.064,-0.018,-0.072,0.049,0.023,-0.004,-0.015,0.003,0.002,-0.01,-0.02
0.065,0.036,-0.03,-0.05,0.047,0.003,-0.036,-0.042,0.003,-0.011,-0.019,-0.026
0.056,0.036,-0.02,-0.045,0.038,0.007,-0.027,-0.062,-0.034,-0.037,-0.029,-0.031
0.05,0.017,-0.033,-0.033,0.041,-0.008,-0.016,-0.068,-0.05,-0.052,-0.035,-0.037
0.053,-0.004,-0.057,-0.024,0.055,-0.03,-0.005,-0.062,-0.054,-0.058,-0.048,-0.043
0.011,-0.039,-0.05,0.015,0.031,-0.045,-0.005,-0.085,-0.073,-0.074,-0.065,-0.055
-0.03,-0.078,-0.048,0.054,0.009,-0.063,-0.006,-0.1,-0.101,-0.111,-0.101,-0.088
-0.05,-0.091,-0.041,0.07,-0.004,-0.066,0.002,-0.088,-0.098,-0.107,-0.099,-0.091
-0.059,-0.098,-0.039,0.079,-0.01,-0.068,-0.004,-0.105,-0.118,-0.11,-0.097,-0.087
-0.066,-0.099,-0.033,0.083,-0.017,-0.065,0.007,-0.08,-0.107,-0.115,-0.109,-0.096
-0.051,-0.099,-0.047,0.075,-0.002,-0.073,-0.002,-0.119,-0.113,-0.099,-0.083,-0.079
-0.075,-0.124,-0.048,0.1,-0.013,-0.086,0.05,-0.006,-0.067,-0.128,-0.142,-0.132
-0.055,-0.083,-0.028,0.07,-0.013,-0.055,0.14,0.205,0.145,0.024,-0.071,-0.118
0.087,0.044,-0.043,-0.065,0.065,0.001,0.124,0.421,0.546,0.396,0.219,0.058
0.441,0.465,0.023,-0.453,0.209,0.244,-0.045,0.307,1.096,1.323,1.129,0.77
0.618,0.65,0.033,-0.634,0.292,0.341,-0.491,-0.983,0.289,1.178,1.351,1.204
0.111,0.217,0.107,-0.164,0.002,0.162,-0.711,-1.983,-1.277,-0.571,-0.041,0.334
-0.22,-0.112,0.108,0.166,-0.164,-0.002,-0.405,-1.381,-1.228,-0.972,-0.62,-0.281
-0.091,-0.16,-0.069,0.126,-0.011,-0.114,-0.139,-0.486,-0.48,-0.416,-0.312,-0.193
-0.045,-0.088,-0.043,0.067,-0.001,-0.065,-0.047,-0.153,-0.173,-0.208,-0.179,-0.129
-0.019,-0.043,-0.025,0.031,0.003,-0.034,0.003,-0.069,-0.075,-0.097,-0.097,-0.079
-0.011,-0.044,-0.032,0.028,0.01,-0.038,0.022,-0.033,-0.062,-0.109,-0.11,-0.089
-0.015,-0.032,-0.017,0.024,0.002,-0.024,0.038,-0.019,-0.042,-0.079,-0.086,-0.076
-0.01,-0.036,-0.026,0.023,0.008,-0.03,0.034,-0.006,-0.04,-0.085,-0.089,-0.073
-0.013,-0.027,-0.013,0.02,0.0,-0.02,0.035,0.001,-0.028,-0.074,-0.079,-0.069
-0.008,-0.025,-0.017,0.017,0.005,-0.021,0.035,0.014,-0.02,-0.066,-0.071,-0.061
-0.013,-0.032,-0.019,0.023,0.003,-0.025,0.035,0.031,-0.011,-0.064,-0.069,-0.058
-0.015,-0.042,-0.028,0.029,0.007,-0.035,0.035,0.039,0.001,-0.051,-0.058,-0.047
-0.013,-0.036,-0.023,0.025,0.005,-0.029,0.03,0.052,0.009,-0.051,-0.057,-0.044
-0.009,-0.029,-0.02,0.019,0.006,-0.024,0.031,0.068,0.021,-0.035,-0.049,-0.035
-0.004,-0.022,-0.018,0.014,0.007,-0.02,0.028,0.088,0.041,-0.02,-0.039,-0.031
-0.002,-0.016,-0.014,0.01,0.006,-0.015,0.025,0.12,0.062,0.003,-0.021,-0.021
0.013,-0.005,-0.018,-0.004,0.016,-0.011,0.025,0.158,0.077,0.022,-0.009,-0.009
0.033,0.006,-0.027,-0.019,0.03,-0.011,0.023,0.211,0.119,0.046,0.014,0.006
0.06,0.022,-0.037,-0.041,0.048,-0.007,0.018,0.28,0.168,0.085,0.044,0.028
0.094,0.059,-0.036,-0.076,0.064,0.012,0.015,0.361,0.223,0.134,0.084,0.066
0.107,0.078,-0.03,-0.092,0.068,0.023,0.012,0.43,0.276,0.184,0.128,0.104
0.131,0.105,-0.026,-0.118,0.078,0.039,0.007,0.483,0.321,0.229,0.162,0.129
0.155,0.133,-0.021,-0.144,0.088,0.056,0.005,0.507,0.344,0.257,0.188,0.154
0.146,0.13,-0.016,-0.137,0.08,0.057,0.012,0.494,0.332,0.268,0.194,0.156
0.142,0.125,-0.017,-0.133,0.079,0.054,0.02,0.461,0.318,0.26,0.186,0.145
0.141,0.117,-0.024,-0.128,0.082,0.046,0.028,0.387,0.288,0.228,0.172,0.133
0.12,0.091,-0.029,-0.105,0.074,0.031,0.037,0.284,0.22,0.172,0.129,0.094
0.085,0.05,-0.035,-0.067,0.06,0.007,0.038,0.189,0.147,0.108,0.072,0.046
0.046,0.006,-0.039,-0.026,0.042,-0.016,0.034,0.115,0.1,0.055,0.022,0.005
0.022,-0.014,-0.035,-0.004,0.029,-0.024,0.032,0.054,0.06,0.009,-0.018,-0.028
0.011,-0.024,-0.035,0.007,0.023,-0.029,0.029,0.02,0.032,-0.02,-0.043,-0.053
-0.001,-0.035,-0.034,0.019,0.016,-0.034,0.026,0.01,0.017,-0.027,-0.051,-0.064
-0.016,-0.045,-0.029,0.03,0.007,-0.037,0.024,0.001,0.002,-0.034,-0.053,-0.065
-0.02,-0.051,-0.031,0.035,0.005,-0.041,0.02,-0.011,-0.002,-0.037,-0.057,-0.065
-0.022,-0.05,-0.028,0.036,0.003,-0.038,0.02,-0.022,-0.008,-0.042,-0.06,-0.065
-0.027,-0.05,-0.023,0.039,-0.002,-0.036,0.019,-0.021,-0.011,-0.045,-0.056,-0.065
-0.03,-0.05,-0.02,0.04,-0.005,-0.035,0.014,-0.017,-0.016,-0.045,-0.055,-0.064
-0.033,-0.05,-0.017,0.042,-0.008,-0.033,0.016,-0.015,-0.02,-0.045,-0.055,-0.059
-0.034,-0.046,-0.012,0.041,-0.011,-0.029,0.012,-0.011,-0.015,-0.045,-0.05,-0.056
-0.035,-0.045,-0.01,0.04,-0.012,-0.027,0.01,-0.01,-0.015,-0.045,-0.05,-0.053
-0.019,-0.045,-0.026,0.032,0.004,-0.035,0.01,-0.013,-0.014,-0.041,-0.049,-0.048
-0.008,-0.04,-0.032,0.024,0.012,-0.036,0.006,-0.016,-0.01,-0.04,-0.045,-0.045
-0.013,-0.04,-0.027,0.027,0.007,-0.033,0.004,-0.019,-0.01,-0.04,-0.045,-0.048
-0.013,-0.039,-0.026,0.026,0.007,-0.032,0.006,-0.022,-0.012,-0.036,-0.045,-0.053
-0.013,-0.035,-0.022,0.024,0.005,-0.028,0.009,-0.025,-0.015,-0.035,-0.045,-0.054
-0.015,-0.035,-0.02,0.025,0.003,-0.027,0.01,-0.027,-0.018,-0.035,-0.045,-0.061
-0.016,-0.035,-0.019,0.026,0.002,-0.027,0.01,-0.03,-0.021,-0.035,-0.049,-0.065
-0.013,-0.034,-0.021,0.024,0.004,-0.027,0.01,-0.033,-0.024,-0.035,-0.05,-0.066
-0.018,-0.036,-0.019,0.027,0.001,-0.027,0.01,-0.037,-0.026,-0.035,-0.052,-0.07
-0.007,-0.029,-0.022,0.018,0.008,-0.026,0.008,-0.04,-0.023,-0.034,-0.055,-0.071
0.003,-0.037,-0.039,0.017,0.021,-0.038,0.004,-0.044,-0.032,-0.046,-0.056,-0.074
-0.018,-0.056,-0.038,0.037,0.011,-0.047,0.002,-0.045,-0.045,-0.056,-0.061,-0.077
-0.021,-0.055,-0.034,0.038,0.007,-0.044,-0.001,-0.046,-0.048,-0.057,-0.066,-0.079
-0.024,-0.055,-0.031,0.039,0.004,-0.042,-0.004,-0.055,-0.052,-0.06,-0.069,-0.083
-0.029,-0.055,-0.026,0.043,-0.001,-0.041,-0.005,-0.064,-0.063,-0.063,-0.074,-0.085
-0.03,-0.054,-0.024,0.043,-0.003,-0.039,-0.005,-0.068,-0.069,-0.068,-0.075,-0.089
-0.028,-0.058,-0.03,0.043,0.001,-0.044,-0.005,-0.07,-0.072,-0.073,-0.077,-0.09
-0.018,-0.06,-0.042,0.039,0.012,-0.051,-0.005,-0.07,-0.075,-0.074,-0.081,-0.085
-0.022,-0.06,-0.038,0.041,0.008,-0.049,-0.005,-0.069,-0.077,-0.07,-0.078,-0.085
-0.024,-0.06,-0.035,0.043,0.006,-0.047,-0.005,-0.071,-0.081,-0.07,-0.075,-0.084
-0.028,-0.06,-0.032,0.044,0.002,-0.046,-0.003,-0.069,-0.078,-0.07,-0.075,-0.079
-0.03,-0.059,-0.03,0.044,0.0,-0.045,0.004,-0.07,-0.071,-0.07,-0.075,-0.08
-0.027,-0.055,-0.028,0.041,0.001,-0.041,0.011,-0.084,-0.067,-0.071,-0.075,-0.078
-0.027,-0.048,-0.021,0.038,-0.003,-0.034,0.017,-0.081,-0.061,-0.066,-0.076,-0.071
-0.028,-0.044,-0.016,0.036,-0.006,-0.03,0.025,-0.072,-0.054,-0.059,-0.07,-0.064
-0.022,-0.032,-0.01,0.027,-0.006,-0.02,0.029,-0.07,-0.051,-0.053,-0.06,-0.058
0.008,0.002,-0.006,-0.005,0.007,-0.002,0.036,-0.051,-0.037,-0.042,-0.05,-0.05
0.034,0.042,0.007,-0.038,0.013,0.024,0.026,-0.044,-0.018,-0.028,-0.044,-0.045
0.049,0.069,0.02,-0.059,0.014,0.044,-0.019,-0.045,-0.008,-0.022,-0.046,-0.05
0.08,0.071,-0.009,-0.075,0.045,0.031,-0.051,-0.046,0.003,-0.003,-0.044,-0.05
0.096,0.048,-0.048,-0.072,0.071,0.0,-0.046,-0.06,-0.019,-0.013,-0.046,-0.05
0.067,0.017,-0.05,-0.042,0.058,-0.016,-0.038,-0.087,-0.056,-0.04,-0.044,-0.05
0.05,-0.001,-0.05,-0.025,0.05,-0.025,-0.031,-0.099,-0.066,-0.045,-0.04,-0.048
0.034,-0.016,-0.049,-0.009,0.042,-0.032,-0.026,-0.101,-0.076,-0.057,-0.056,-0.064
-0.009,-0.06,-0.05,0.034,0.021,-0.055,-0.024,-0.107,-0.11,-0.092,-0.095,-0.102
-0.025,-0.074,-0.049,0.05,0.012,-0.062,-0.015,-0.092,-0.101,-0.092,-0.103,-0.114
-0.027,-0.07,-0.043,0.049,0.008,-0.057,-0.017,-0.11,-0.107,-0.076,-0.093,-0.104
-0.039,-0.083,-0.043,0.061,0.002,-0.063,-0.004,-0.082,-0.105,-0.093,-0.111,-0.123
-0.04,-0.073,-0.033,0.057,-0.004,-0.053,-0.013,-0.111,-0.102,-0.055,-0.085,-0.103
-0.059,-0.099,-0.04,0.079,-0.009,-0.069,0.018,-0.06,-0.103,-0.099,-0.125,-0.139
-0.049,-0.07,-0.021,0.059,-0.014,-0.045,0.109,0.167,0.107,0.013,-0.064,-0.138
0.063,0.018,-0.045,-0.04,0.054,-0.014,0.131,0.372,0.434,0.298,0.123,-0.017
0.391,0.376,-0.015,-0.383,0.203,0.18,-0.016,0.403,1.031,1.158,0.932,0.589
0.626,0.692,0.067,-0.659,0.279,0.379,-0.415,-0.586,0.642,1.465,1.505,1.244
0.219,0.339,0.121,-0.279,0.049,0.23,-0.682,-1.803,-1.009,-0.194,0.272,0.553
-0.196,-0.047,0.149,0.121,-0.172,0.05,-0.495,-1.584,-1.368,-1.013,-0.608,-0.248
-0.113,-0.128,-0.015,0.12,-0.049,-0.071,-0.212,-0.681,-0.656,-0.514,-0.375,-0.215
-0.018,-0.088,-0.07,0.054,0.027,-0.079,-0.086,-0.225,-0.261,-0.252,-0.217,-0.163
-0.015,-0.042,-0.028,0.029,0.007,-0.035,-0.027,-0.106,-0.109,-0.096,-0.103,-0.105
-0.018,-0.058,-0.04,0.038,0.011,-0.049,-0.016,-0.067,-0.101,-0.111,-0.113,-0.088
-0.019,-0.041,-0.022,0.03,0.002,-0.031,-0.017,-0.048,-0.077,-0.086,-0.093,-0.086
-0.015,-0.043,-0.027,0.029,0.006,-0.035,-0.01,-0.03,-0.074,-0.079,-0.09,-0.075
-0.016,-0.036,-0.02,0.026,0.002,-0.028,-0.009,-0.025,-0.066,-0.074,-0.088,-0.077
-0.016,-0.031,-0.015,0.023,0.0,-0.022,-0.003,-0.017,-0.055,-0.055,-0.076,-0.064
-0.008,-0.029,-0.021,0.019,0.006,-0.024,-0.001,-0.011,-0.053,-0.057,-0.075,-0.065
0.015,-0.019,-0.035,0.002,0.025,-0.026,0.0,-0.004,-0.037,-0.039,-0.053,-0.054
0.016,-0.016,-0.031,0.0,0.024,-0.023,0.001,0.008,-0.032,-0.039,-0.052,-0.052
0.017,-0.006,-0.024,-0.005,0.021,-0.015,0.005,0.023,-0.018,-0.027,-0.04,-0.044
0.02,-0.001,-0.021,-0.009,0.02,-0.011,0.005,0.042,-0.014,-0.026,-0.038,-0.04
0.017,0.005,-0.012,-0.01,0.014,-0.004,0.003,0.068,0.003,-0.014,-0.022,-0.031
0.029,0.017,-0.012,-0.023,0.02,0.003,-0.004,0.104,0.039,0.015,-0.002,-0.014
0.05,0.032,-0.018,-0.041,0.034,0.007,-0.011,0.149,0.072,0.045,0.017,0.009
0.085,0.057,-0.028,-0.07,0.056,0.014,-0.017,0.213,0.114,0.078,0.048,0.031
0.107,0.081,-0.026,-0.093,0.066,0.027,-0.024,0.289,0.173,0.13,0.087,0.056
0.117,0.093,-0.025,-0.104,0.071,0.034,-0.029,0.36,0.232,0.185,0.128,0.095
0.136,0.112,-0.025,-0.124,0.08,0.043,-0.03,0.424,0.285,0.232,0.164,0.124
0.147,0.126,-0.02,-0.136,0.083,0.053,-0.03,0.469,0.322,0.271,0.199,0.143
0.143,0.123,-0.02,-0.133,0.081,0.051,-0.03,0.474,0.326,0.282,0.201,0.136
0.134,0.114,-0.02,-0.124,0.076,0.046,-0.03,0.44,0.308,0.269,0.185,0.123
0.126,0.106,-0.02,-0.116,0.073,0.043,-0.03,0.379,0.266,0.235,0.166,0.112
0.114,0.094,-0.02,-0.104,0.067,0.037,-0.027,0.285,0.201,0.184,0.126,0.089
0.089,0.069,-0.02,-0.079,0.054,0.024,-0.023,0.185,0.127,0.129,0.077,0.05
0.055,0.035,-0.02,-0.045,0.038,0.008,-0.017,0.104,0.064,0.074,0.031,-0.002
0.019,-0.001,-0.02,-0.009,0.019,-0.01,-0.014,0.035,0.02,0.025,-0.006,-0.023
-0.01,-0.034,-0.024,0.023,0.007,-0.028,-0.008,-0.008,-0.018,-0.016,-0.039,-0.037
-0.016,-0.042,-0.025,0.03,0.005,-0.033,-0.006,-0.03,-0.046,-0.037,-0.051,-0.051
-0.015,-0.04,-0.025,0.028,0.005,-0.032,-0.019,-0.039,-0.059,-0.042,-0.062,-0.06
-0.014,-0.039,-0.025,0.027,0.006,-0.032,-0.019,-0.04,-0.063,-0.046,-0.066,-0.066
-0.009,-0.034,-0.025,0.022,0.008,-0.03,-0.011,-0.052,-0.071,-0.045,-0.064,-0.06
-0.012,-0.036,-0.024,0.024,0.007,-0.029,-0.009,-0.055,-0.077,-0.045,-0.066,-0.058
-0.013,-0.033,-0.02,0.023,0.003,-0.026,-0.003,-0.049,-0.075,-0.045,-0.065,-0.053
-0.007,-0.028,-0.02,0.018,0.007,-0.024,0.0,-0.047,-0.075,-0.045,-0.065,-0.05
-0.002,-0.022,-0.02,0.012,0.009,-0.021,-0.007,-0.042,-0.076,-0.045,-0.06,-0.046
0.001,-0.019,-0.02,0.009,0.011,-0.02,-0.015,-0.039,-0.074,-0.04,-0.055,-0.039
0.007,-0.013,-0.02,0.003,0.014,-0.016,-0.023,-0.036,-0.076,-0.035,-0.052,-0.033
0.009,-0.011,-0.02,0.001,0.014,-0.015,-0.031,-0.031,-0.067,-0.032,-0.046,-0.026
0.0,-0.02,-0.02,0.01,0.01,-0.02,-0.035,-0.029,-0.05,-0.027,-0.042,-0.019
-0.001,-0.02,-0.019,0.011,0.009,-0.02,-0.035,-0.025,-0.05,-0.021,-0.04,-0.016
0.002,-0.02,-0.022,0.009,0.012,-0.021,-0.035,-0.02,-0.05,-0.016,-0.037,-0.029
-0.001,-0.017,-0.016,0.009,0.008,-0.016,-0.035,-0.022,-0.05,-0.011,-0.034,-0.039
0.012,-0.014,-0.026,0.001,0.02,-0.02,-0.035,-0.026,-0.05,-0.005,-0.03,-0.041
0.027,-0.015,-0.042,-0.006,0.035,-0.029,-0.035,-0.032,-0.05,-0.001,-0.03,-0.044
0.016,-0.022,-0.038,0.003,0.027,-0.03,-0.03,-0.043,-0.054,-0.006,-0.035,-0.047
0.002,-0.031,-0.033,0.015,0.018,-0.032,-0.025,-0.049,-0.057,-0.012,-0.043,-0.049
-0.007,-0.039,-0.032,0.023,0.013,-0.035,-0.02,-0.055,-0.062,-0.016,-0.06,-0.052
-0.024,-0.048,-0.025,0.037,0.001,-0.036,-0.017,-0.059,-0.065,-0.022,-0.067,-0.055
-0.021,-0.05,-0.028,0.036,0.003,-0.038,-0.009,-0.062,-0.067,-0.027,-0.068,-0.055
0.001,-0.051,-0.052,0.025,0.027,-0.051,-0.017,-0.066,-0.07,-0.032,-0.072,-0.055
0.007,-0.049,-0.056,0.022,0.032,-0.052,-0.038,-0.071,-0.07,-0.039,-0.074,-0.055
0.003,-0.051,-0.054,0.024,0.029,-0.052,-0.041,-0.074,-0.07,-0.045,-0.078,-0.058
0.007,-0.048,-0.055,0.021,0.031,-0.051,-0.039,-0.076,-0.069,-0.049,-0.08,-0.064
0.009,-0.046,-0.055,0.019,0.032,-0.05,-0.04,-0.081,-0.072,-0.054,-0.08,-0.068
-0.009,-0.063,-0.054,0.036,0.023,-0.058,-0.04,-0.078,-0.071,-0.053,-0.086,-0.069
-0.016,-0.065,-0.049,0.041,0.017,-0.057,-0.04,-0.075,-0.07,-0.048,-0.084,-0.064
-0.007,-0.059,-0.051,0.033,0.022,-0.055,-0.034,-0.076,-0.07,-0.046,-0.08,-0.061
-0.01,-0.058,-0.048,0.034,0.019,-0.052,-0.02,-0.071,-0.065,-0.042,-0.077,-0.058
0.002,-0.052,-0.054,0.025,0.028,-0.052,-0.015,-0.069,-0.065,-0.037,-0.072,-0.053
0.002,-0.033,-0.034,0.016,0.018,-0.033,0.001,-0.07,-0.064,-0.035,-0.069,-0.05
0.004,-0.013,-0.018,0.005,0.011,-0.015,-0.003,-0.074,-0.067,-0.023,-0.06,-0.045
0.028,0.011,-0.017,-0.019,0.022,-0.003,-0.01,-0.075,-0.05,-0.006,-0.043,-0.035
0.028,0.039,0.011,-0.034,0.008,0.025,-0.014,-0.075,-0.022,-0.006,-0.038,-0.025
0.032,0.033,0.001,-0.032,0.015,0.017,-0.073,-0.075,-0.017,-0.004,-0.04,-0.017
0.041,0.002,-0.039,-0.022,0.04,-0.018,-0.08,-0.076,-0.04,-0.006,-0.046,-0.021
0.052,-0.011,-0.063,-0.02,0.057,-0.036,-0.058,-0.097,-0.077,-0.023,-0.058,-0.025
0.026,-0.039,-0.065,0.007,0.045,-0.052,-0.053,-0.11,-0.094,-0.051,-0.058,-0.028
0.0,-0.059,-0.059,0.029,0.03,-0.059,-0.043,-0.107,-0.086,-0.05,-0.069,-0.045
-0.018,-0.075,-0.057,0.047,0.02,-0.066,-0.042,-0.116,-0.105,-0.067,-0.105,-0.071
