I,II,III,AVR,AVL,AVF,V1,V2,V3,V4,V5,V6
-0.059,-0.115,-0.056,0.088,-0.001,-0.085,-0.032,-0.101,-0.103,-0.096,-0.131,-0.093
-0.069,-0.118,-0.049,0.093,-0.01,-0.083,-0.031,-0.111,-0.095,-0.081,-0.113,-0.076
-0.073,-0.126,-0.053,0.099,-0.009,-0.09,-0.022,-0.093,-0.099,-0.105,-0.14,-0.094
-0.061,-0.118,-0.057,0.09,-0.002,-0.087,-0.029,-0.104,-0.08,-0.068,-0.108,-0.075
-0.069,-0.136,-0.067,0.103,-0.001,-0.101,-0.003,-0.078,-0.098,-0.107,-0.143,-0.097
-0.066,-0.109,-0.043,0.088,-0.011,-0.076,0.08,0.129,0.072,-0.014,-0.128,-0.144
-0.004,-0.044,-0.04,0.024,0.018,-0.042,0.114,0.317,0.369,0.244,0.047,-0.055
0.272,0.276,0.004,-0.274,0.134,0.14,-0.006,0.38,0.96,1.024,0.759,0.473
0.583,0.714,0.131,-0.648,0.226,0.422,-0.332,-0.339,0.865,1.657,1.596,1.25
0.258,0.428,0.169,-0.343,0.044,0.298,-0.62,-1.539,-0.753,0.155,0.553,0.75
-0.191,-0.024,0.167,0.107,-0.179,0.072,-0.533,-1.615,-1.46,-1.052,-0.635,-0.201
-0.117,-0.116,0.002,0.117,-0.059,-0.057,-0.245,-0.789,-0.796,-0.623,-0.466,-0.239
-0.021,-0.111,-0.09,0.066,0.035,-0.1,-0.105,-0.263,-0.31,-0.295,-0.269,-0.152
-0.041,-0.072,-0.03,0.057,-0.005,-0.051,-0.049,-0.111,-0.119,-0.113,-0.136,-0.106
-0.028,-0.081,-0.053,0.055,0.013,-0.067,-0.019,-0.072,-0.106,-0.104,-0.131,-0.088
-0.032,-0.072,-0.04,0.052,0.004,-0.056,-0.021,-0.048,-0.075,-0.087,-0.126,-0.088
-0.029,-0.069,-0.041,0.049,0.006,-0.055,-0.015,-0.022,-0.047,-0.063,-0.102,-0.066
-0.026,-0.067,-0.041,0.047,0.008,-0.053,-0.014,-0.017,-0.045,-0.074,-0.108,-0.07
-0.02,-0.061,-0.04,0.041,0.01,-0.05,-0.009,-0.009,-0.035,-0.052,-0.082,-0.061
-0.011,-0.059,-0.048,0.036,0.018,-0.053,-0.012,-0.002,-0.036,-0.061,-0.086,-0.067
-0.008,-0.051,-0.042,0.03,0.017,-0.046,-0.015,0.004,-0.027,-0.044,-0.071,-0.058
-0.003,-0.05,-0.047,0.027,0.022,-0.048,-0.017,0.011,-0.025,-0.047,-0.071,-0.061
0.001,-0.043,-0.044,0.022,0.022,-0.043,-0.021,0.014,-0.02,-0.034,-0.063,-0.056
0.006,-0.04,-0.046,0.017,0.026,-0.042,-0.023,0.026,-0.008,-0.025,-0.057,-0.038
0.016,-0.033,-0.049,0.008,0.033,-0.041,-0.026,0.055,0.02,-0.013,-0.039,-0.017
0.028,-0.022,-0.05,-0.003,0.039,-0.036,-0.025,0.08,0.039,0.01,-0.017,0.001
0.038,-0.013,-0.051,-0.012,0.045,-0.032,-0.025,0.123,0.075,0.04,-0.004,0.013
0.049,0.001,-0.048,-0.025,0.049,-0.023,-0.025,0.18,0.125,0.076,0.011,0.032
0.09,0.035,-0.055,-0.062,0.073,-0.01,-0.025,0.251,0.185,0.134,0.062,0.07
0.121,0.056,-0.066,-0.088,0.093,-0.005,-0.025,0.334,0.259,0.202,0.114,0.106
0.13,0.07,-0.06,-0.1,0.095,0.005,-0.025,0.402,0.312,0.242,0.14,0.13
0.141,0.085,-0.055,-0.113,0.098,0.015,-0.025,0.453,0.357,0.285,0.177,0.154
0.131,0.08,-0.052,-0.105,0.091,0.014,-0.025,0.47,0.362,0.308,0.182,0.156
0.117,0.071,-0.046,-0.093,0.081,0.012,-0.022,0.453,0.343,0.296,0.172,0.14
0.106,0.063,-0.043,-0.084,0.074,0.01,-0.017,0.399,0.326,0.274,0.163,0.133
0.094,0.056,-0.038,-0.075,0.066,0.009,-0.015,0.308,0.25,0.221,0.124,0.115
0.063,0.031,-0.032,-0.047,0.047,0.0,-0.01,0.191,0.165,0.141,0.073,0.066
0.023,-0.007,-0.03,-0.008,0.026,-0.018,-0.007,0.099,0.101,0.072,0.017,0.017
-0.017,-0.039,-0.022,0.028,0.003,-0.031,-0.003,0.042,0.037,0.028,-0.033,-0.015
-0.023,-0.046,-0.023,0.035,0.0,-0.034,0.0,-0.004,-0.001,-0.008,-0.059,-0.039
-0.01,-0.048,-0.038,0.029,0.015,-0.043,0.0,-0.032,-0.029,-0.042,-0.067,-0.054
-0.024,-0.066,-0.041,0.045,0.009,-0.053,0.0,-0.048,-0.04,-0.051,-0.083,-0.061
-0.026,-0.064,-0.038,0.045,0.006,-0.051,0.0,-0.057,-0.05,-0.049,-0.094,-0.064
-0.024,-0.06,-0.037,0.043,0.007,-0.048,0.0,-0.064,-0.06,-0.05,-0.089,-0.062
-0.025,-0.059,-0.033,0.043,0.004,-0.046,-0.004,-0.061,-0.055,-0.058,-0.091,-0.059
-0.018,-0.055,-0.036,0.037,0.01,-0.046,-0.005,-0.06,-0.056,-0.062,-0.087,-0.061
-0.01,-0.054,-0.044,0.032,0.017,-0.049,-0.007,-0.059,-0.054,-0.056,-0.084,-0.06
-0.019,-0.049,-0.03,0.035,0.005,-0.039,-0.01,-0.054,-0.05,-0.055,-0.086,-0.06
-0.024,-0.047,-0.023,0.036,0.0,-0.035,-0.011,-0.056,-0.051,-0.051,-0.081,-0.059
-0.012,-0.043,-0.031,0.028,0.01,-0.037,-0.015,-0.053,-0.047,-0.05,-0.074,-0.053
-0.01,-0.04,-0.029,0.025,0.009,-0.034,-0.015,-0.046,-0.039,-0.043,-0.068,-0.046
-0.013,-0.044,-0.031,0.028,0.009,-0.037,-0.015,-0.039,-0.031,-0.022,-0.064,-0.039
-0.016,-0.045,-0.028,0.031,0.007,-0.036,-0.015,-0.033,-0.025,-0.014,-0.058,-0.033
-0.011,-0.047,-0.036,0.029,0.013,-0.042,-0.015,-0.025,-0.025,-0.016,-0.055,-0.026
0.003,-0.051,-0.054,0.024,0.029,-0.052,-0.012,-0.021,-0.024,-0.012,-0.05,-0.029
0.008,-0.048,-0.056,0.021,0.032,-0.052,-0.009,-0.024,-0.02,-0.01,-0.046,-0.03
0.008,-0.045,-0.053,0.019,0.031,-0.049,-0.011,-0.027,-0.02,-0.01,-0.048,-0.03
0.007,-0.044,-0.052,0.019,0.03,-0.047,-0.009,-0.032,-0.022,-0.013,-0.051,-0.035
0.002,-0.046,-0.048,0.022,0.026,-0.047,-0.011,-0.035,-0.028,-0.019,-0.054,-0.035
0.011,-0.042,-0.053,0.016,0.032,-0.047,-0.008,-0.042,-0.031,-0.023,-0.056,-0.036
0.002,-0.061,-0.064,0.03,0.033,-0.062,-0.005,-0.045,-0.036,-0.028,-0.065,-0.04
-0.022,-0.083,-0.061,0.052,0.02,-0.072,-0.003,-0.048,-0.039,-0.032,-0.071,-0.04
-0.025,-0.079,-0.054,0.052,0.015,-0.066,0.001,-0.063,-0.04,-0.037,-0.074,-0.04
-0.029,-0.079,-0.05,0.055,0.01,-0.064,0.003,-0.071,-0.053,-0.043,-0.078,-0.043
-0.031,-0.075,-0.043,0.053,0.006,-0.059,0.007,-0.078,-0.056,-0.048,-0.083,-0.051
-0.035,-0.075,-0.04,0.055,0.003,-0.057,-0.004,-0.079,-0.051,-0.057,-0.084,-0.058
-0.032,-0.072,-0.04,0.052,0.004,-0.056,-0.017,-0.07,-0.05,-0.054,-0.078,-0.056
-0.014,-0.059,-0.045,0.037,0.015,-0.051,-0.016,-0.065,-0.045,-0.046,-0.072,-0.052
-0.006,-0.049,-0.043,0.028,0.018,-0.045,-0.01,-0.056,-0.044,-0.041,-0.066,-0.048
0.0,-0.032,-0.032,0.016,0.016,-0.031,-0.005,-0.053,-0.038,-0.036,-0.062,-0.045
0.009,-0.018,-0.027,0.005,0.018,-0.022,0.001,-0.064,-0.026,-0.034,-0.055,-0.041
0.005,-0.014,-0.018,0.005,0.012,-0.016,0.003,-0.066,-0.026,-0.036,-0.056,-0.036
0.005,-0.011,-0.016,0.004,0.01,-0.013,-0.036,-0.058,-0.023,-0.033,-0.053,-0.031
0.044,-0.007,-0.05,-0.018,0.047,-0.028,-0.058,-0.066,-0.028,-0.036,-0.051,-0.028
0.062,-0.006,-0.068,-0.028,0.066,-0.037,-0.048,-0.095,-0.05,-0.034,-0.05,-0.023
0.042,-0.019,-0.062,-0.011,0.052,-0.04,-0.044,-0.108,-0.058,-0.035,-0.05,-0.018
0.01,-0.049,-0.059,0.019,0.035,-0.054,-0.034,-0.103,-0.055,-0.05,-0.07,-0.035
-0.05,-0.106,-0.056,0.079,0.003,-0.081,-0.031,-0.117,-0.081,-0.071,-0.096,-0.063
-0.083,-0.134,-0.051,0.109,-0.016,-0.092,-0.021,-0.116,-0.096,-0.099,-0.127,-0.093
-0.063,-0.116,-0.053,0.09,-0.005,-0.084,-0.023,-0.126,-0.103,-0.085,-0.11,-0.082
-0.048,-0.125,-0.077,0.087,0.015,-0.101,-0.015,-0.114,-0.106,-0.109,-0.131,-0.092
-0.035,-0.102,-0.067,0.069,0.016,-0.084,-0.018,-0.124,-0.084,-0.079,-0.101,-0.074
-0.062,-0.127,-0.065,0.095,0.002,-0.096,-0.002,-0.105,-0.103,-0.114,-0.123,-0.084
-0.087,-0.141,-0.054,0.114,-0.016,-0.097,0.093,0.099,0.056,-0.043,-0.138,-0.138
-0.02,-0.066,-0.046,0.043,0.013,-0.056,0.128,0.284,0.343,0.202,0.018,-0.063
0.225,0.233,0.008,-0.229,0.108,0.12,0.046,0.38,0.924,0.929,0.671,0.401
0.531,0.695,0.164,-0.613,0.183,0.43,-0.276,-0.25,0.957,1.713,1.608,1.215
0.274,0.472,0.198,-0.373,0.038,0.335,-0.656,-1.514,-0.642,0.356,0.756,0.887
-0.178,-0.049,0.128,0.113,-0.153,0.039,-0.597,-1.676,-1.529,-1.072,-0.589,-0.121
-0.134,-0.163,-0.029,0.148,-0.052,-0.096,-0.28,-0.816,-0.856,-0.692,-0.508,-0.25
-0.048,-0.154,-0.106,0.101,0.029,-0.13,-0.102,-0.28,-0.316,-0.304,-0.262,-0.143
-0.072,-0.123,-0.051,0.098,-0.01,-0.087,-0.03,-0.125,-0.118,-0.125,-0.148,-0.107
-0.068,-0.121,-0.053,0.095,-0.007,-0.087,-0.006,-0.087,-0.079,-0.098,-0.121,-0.08
-0.072,-0.112,-0.04,0.092,-0.016,-0.076,0.0,-0.071,-0.053,-0.097,-0.11,-0.082
-0.058,-0.096,-0.038,0.077,-0.01,-0.067,0.005,-0.04,-0.026,-0.058,-0.077,-0.056
-0.058,-0.093,-0.034,0.076,-0.012,-0.063,0.006,-0.036,-0.029,-0.069,-0.092,-0.059
-0.059,-0.086,-0.027,0.073,-0.016,-0.057,0.012,-0.025,-0.013,-0.043,-0.073,-0.044
-0.061,-0.087,-0.026,0.075,-0.017,-0.057,0.015,-0.016,-0.014,-0.049,-0.081,-0.043
-0.064,-0.081,-0.017,0.073,-0.023,-0.049,0.018,-0.003,-0.002,-0.032,-0.07,-0.034
-0.07,-0.081,-0.011,0.076,-0.03,-0.045,0.022,0.009,0.008,-0.028,-0.062,-0.027
-0.075,-0.076,-0.002,0.076,-0.036,-0.039,0.025,0.022,0.022,-0.007,-0.047,-0.022
-0.064,-0.064,0.0,0.064,-0.032,-0.032,0.029,0.042,0.048,0.011,-0.028,-0.001
-0.056,-0.053,0.003,0.054,-0.03,-0.024,0.03,0.07,0.082,0.029,-0.008,0.021
-0.044,-0.038,0.006,0.041,-0.025,-0.016,0.03,0.108,0.103,0.056,0.013,0.035
-0.035,-0.025,0.01,0.03,-0.022,-0.008,0.03,0.155,0.138,0.078,0.031,0.047
-0.019,-0.009,0.01,0.014,-0.014,0.0,0.03,0.219,0.19,0.12,0.061,0.073
-0.009,0.013,0.022,-0.002,-0.016,0.017,0.03,0.287,0.252,0.172,0.1,0.104
-0.007,0.031,0.038,-0.012,-0.023,0.035,0.03,0.36,0.312,0.227,0.141,0.132
0.025,0.065,0.04,-0.045,-0.008,0.053,0.034,0.435,0.375,0.286,0.192,0.172
0.06,0.1,0.04,-0.08,0.01,0.069,0.035,0.495,0.438,0.345,0.24,0.21
0.066,0.106,0.04,-0.086,0.013,0.073,0.035,0.513,0.44,0.362,0.251,0.213
0.053,0.094,0.04,-0.073,0.006,0.067,0.035,0.491,0.433,0.361,0.251,0.198
0.041,0.08,0.039,-0.061,0.001,0.06,0.036,0.431,0.396,0.335,0.242,0.19
0.013,0.064,0.051,-0.039,-0.019,0.057,0.043,0.327,0.305,0.258,0.189,0.169
-0.019,0.035,0.054,-0.008,-0.037,0.044,0.042,0.223,0.225,0.189,0.128,0.118
-0.046,0.001,0.047,0.022,-0.046,0.024,0.039,0.138,0.148,0.123,0.078,0.067
-0.081,-0.037,0.044,0.059,-0.062,0.003,0.04,0.071,0.093,0.07,0.03,0.031
-0.087,-0.048,0.038,0.068,-0.063,-0.005,0.04,0.031,0.059,0.04,0.003,0.009
-0.093,-0.058,0.035,0.075,-0.064,-0.011,0.04,0.009,0.041,0.023,-0.013,0.001
-0.11,-0.081,0.03,0.095,-0.07,-0.025,0.042,-0.003,0.031,0.017,-0.027,-0.004
-0.106,-0.08,0.026,0.093,-0.066,-0.026,0.044,-0.017,0.02,0.007,-0.032,-0.009
-0.099,-0.08,0.02,0.089,-0.06,-0.03,0.052,-0.028,0.015,-0.002,-0.035,-0.015
-0.111,-0.08,0.031,0.096,-0.071,-0.025,0.058,-0.025,0.007,-0.01,-0.03,-0.019
-0.122,-0.08,0.043,0.101,-0.083,-0.018,0.052,-0.025,0.001,-0.015,-0.03,-0.015
-0.116,-0.079,0.036,0.098,-0.076,-0.021,0.05,-0.023,-0.006,-0.021,-0.029,-0.01
-0.108,-0.073,0.035,0.09,-0.071,-0.019,0.045,-0.02,-0.009,-0.024,-0.024,-0.006
-0.101,-0.07,0.031,0.085,-0.066,-0.019,0.041,-0.02,0.0,-0.015,-0.026,-0.001
-0.095,-0.065,0.03,0.08,-0.062,-0.017,0.038,-0.017,0.01,-0.005,-0.022,0.003
-0.088,-0.062,0.027,0.075,-0.057,-0.017,0.035,-0.011,0.02,0.005,-0.02,0.008
-0.076,-0.058,0.019,0.067,-0.047,-0.019,0.035,-0.007,0.03,0.015,-0.02,0.012
-0.067,-0.054,0.013,0.06,-0.039,-0.02,0.032,-0.003,0.038,0.019,-0.016,0.017
-0.057,-0.052,0.006,0.054,-0.031,-0.023,0.03,0.003,0.034,0.026,-0.015,0.019
-0.044,-0.045,-0.001,0.044,-0.021,-0.023,0.03,0.004,0.03,0.029,-0.015,0.016
-0.043,-0.048,-0.004,0.046,-0.019,-0.026,0.034,-0.002,0.028,0.024,-0.01,0.013
-0.05,-0.05,0.001,0.05,-0.026,-0.024,0.035,-0.006,0.023,0.019,-0.01,0.011
-0.053,-0.053,0.0,0.053,-0.026,-0.027,0.035,-0.011,0.02,0.015,-0.01,0.007
-0.055,-0.069,-0.014,0.062,-0.02,-0.041,0.04,-0.015,0.016,0.01,-0.009,0.005
-0.059,-0.071,-0.012,0.065,-0.024,-0.041,0.04,-0.019,0.009,0.005,-0.011,0.003
-0.073,-0.068,0.004,0.07,-0.039,-0.032,0.039,-0.025,0.002,0.001,-0.007,-0.003
-0.077,-0.067,0.01,0.071,-0.043,-0.028,0.034,-0.032,-0.004,-0.006,-0.024,-0.007
-0.066,-0.063,0.003,0.065,-0.034,-0.03,0.03,-0.048,-0.011,-0.013,-0.043,-0.011
-0.061,-0.069,-0.008,0.065,-0.026,-0.038,0.028,-0.057,-0.015,-0.019,-0.044,-0.016
-0.055,-0.082,-0.026,0.069,-0.014,-0.054,0.022,-0.054,-0.015,-0.027,-0.049,-0.021
-0.053,-0.097,-0.044,0.075,-0.004,-0.07,0.021,-0.055,-0.015,-0.029,-0.051,-0.024
-0.055,-0.106,-0.051,0.081,-0.001,-0.078,0.014,-0.055,-0.016,-0.025,-0.054,-0.025
-0.055,-0.105,-0.05,0.08,-0.002,-0.077,0.02,-0.055,-0.015,-0.023,-0.057,-0.025
-0.067,-0.106,-0.039,0.087,-0.014,-0.072,0.036,-0.051,-0.012,-0.021,-0.061,-0.025
-0.066,-0.099,-0.033,0.083,-0.016,-0.066,0.036,-0.047,-0.009,-0.016,-0.059,-0.026
-0.063,-0.086,-0.023,0.075,-0.02,-0.054,0.035,-0.044,-0.005,-0.015,-0.047,-0.021
-0.056,-0.074,-0.018,0.065,-0.019,-0.046,0.036,-0.041,-0.003,-0.009,-0.036,-0.004
-0.031,-0.032,-0.002,0.031,-0.014,-0.017,0.05,-0.037,0.027,0.006,-0.022,0.018
-0.032,0.001,0.034,0.015,-0.033,0.017,0.056,-0.033,0.046,0.019,-0.009,0.036
-0.02,-0.012,0.009,0.016,-0.015,-0.001,0.028,-0.028,0.045,0.035,0.006,0.048
-0.012,-0.03,-0.018,0.021,0.003,-0.024,-0.007,-0.026,0.043,0.035,0.017,0.044
-0.02,-0.04,-0.02,0.031,0.0,-0.03,-0.006,-0.051,0.015,0.02,0.007,0.034
-0.012,-0.047,-0.036,0.03,0.012,-0.041,0.005,-0.08,-0.011,0.014,-0.002,0.029
-0.019,-0.055,-0.036,0.038,0.009,-0.045,0.015,-0.071,-0.019,-0.007,-0.017,0.017
-0.045,-0.078,-0.033,0.062,-0.006,-0.055,0.028,-0.081,-0.025,-0.015,-0.031,0.012
-0.085,-0.118,-0.033,0.101,-0.026,-0.075,0.039,-0.079,-0.041,-0.049,-0.069,-0.019
-0.095,-0.121,-0.027,0.108,-0.034,-0.074,0.041,-0.077,-0.041,-0.049,-0.061,-0.02
-0.098,-0.133,-0.036,0.115,-0.031,-0.084,0.037,-0.079,-0.046,-0.06,-0.068,-0.019
-0.103,-0.142,-0.039,0.123,-0.032,-0.09,0.046,-0.066,-0.027,-0.05,-0.073,-0.025
-0.098,-0.128,-0.03,0.113,-0.034,-0.078,0.028,-0.094,-0.037,-0.046,-0.065,-0.011
-0.103,-0.155,-0.052,0.129,-0.025,-0.104,0.104,0.058,0.042,-0.057,-0.11,-0.08
-0.089,-0.127,-0.038,0.108,-0.025,-0.083,0.181,0.261,0.266,0.131,-0.01,-0.054
0.054,0.086,0.032,-0.07,0.011,0.059,0.134,0.451,0.774,0.642,0.412,0.235
0.428,0.544,0.116,-0.487,0.156,0.33,-0.087,0.106,1.174,1.614,1.414,1.023
0.404,0.59,0.187,-0.497,0.108,0.388,-0.579,-1.264,-0.048,1.001,1.256,1.204
-0.104,0.071,0.175,0.016,-0.139,0.123,-0.695,-1.886,-1.431,-0.783,-0.236,0.228
-0.217,-0.201,0.016,0.209,-0.116,-0.092,-0.322,-1.058,-1.033,-0.829,-0.547,-0.213
-0.114,-0.174,-0.06,0.144,-0.026,-0.117,-0.093,-0.316,-0.33,-0.296,-0.228,-0.094
-0.129,-0.132,-0.004,0.131,-0.062,-0.068,0.004,-0.102,-0.097,-0.132,-0.135,-0.055
-0.112,-0.124,-0.012,0.118,-0.05,-0.068,0.047,-0.034,-0.025,-0.047,-0.067,-0.02
-0.105,-0.118,-0.014,0.112,-0.045,-0.066,0.05,-0.015,-0.015,-0.06,-0.076,-0.033
-0.097,-0.112,-0.014,0.105,-0.041,-0.063,0.067,0.003,0.009,-0.02,-0.047,-0.013
-0.092,-0.113,-0.021,0.103,-0.035,-0.067,0.064,0.014,0.011,-0.028,-0.051,-0.01
-0.088,-0.106,-0.018,0.097,-0.035,-0.062,0.066,0.032,0.031,-0.008,-0.037,-0.001
-0.084,-0.106,-0.023,0.095,-0.03,-0.064,0.065,0.046,0.038,-0.007,-0.036,0.005
-0.079,-0.103,-0.024,0.092,-0.027,-0.063,0.065,0.042,0.046,0.0,-0.03,0.007
-0.072,-0.098,-0.026,0.085,-0.023,-0.062,0.065,0.061,0.052,0.009,-0.022,0.014
-0.068,-0.091,-0.022,0.08,-0.023,-0.056,0.064,0.076,0.059,0.011,-0.021,0.016
-0.064,-0.084,-0.02,0.074,-0.022,-0.052,0.066,0.08,0.072,0.023,-0.008,0.022
-0.061,-0.078,-0.017,0.07,-0.022,-0.047,0.064,0.109,0.089,0.034,-0.001,0.029
-0.054,-0.067,-0.014,0.061,-0.02,-0.04,0.066,0.136,0.113,0.053,0.013,0.043
-0.042,-0.053,-0.011,0.048,-0.016,-0.032,0.064,0.179,0.147,0.075,0.031,0.058
-0.03,-0.039,-0.009,0.034,-0.01,-0.024,0.06,0.242,0.195,0.115,0.053,0.078
-0.008,-0.014,-0.006,0.011,-0.001,-0.01,0.06,0.312,0.245,0.156,0.085,0.098
0.02,0.015,-0.005,-0.017,0.012,0.005,0.06,0.396,0.306,0.206,0.126,0.131
0.032,0.027,-0.004,-0.029,0.018,0.011,0.06,0.467,0.367,0.263,0.174,0.168
0.051,0.052,0.0,-0.051,0.025,0.026,0.06,0.522,0.418,0.308,0.216,0.198
0.075,0.075,0.0,-0.075,0.037,0.037,0.058,0.546,0.439,0.338,0.241,0.223
0.072,0.07,-0.002,-0.071,0.037,0.034,0.054,0.528,0.432,0.341,0.24,0.227
0.068,0.062,-0.007,-0.065,0.037,0.028,0.055,0.474,0.407,0.327,0.236,0.213
0.05,0.04,-0.01,-0.045,0.03,0.014,0.055,0.381,0.347,0.285,0.202,0.187
0.012,0.0,-0.012,-0.006,0.012,-0.006,0.055,0.271,0.263,0.213,0.136,0.142
-0.025,-0.044,-0.019,0.035,-0.003,-0.031,0.055,0.174,0.183,0.142,0.08,0.092
-0.056,-0.075,-0.018,0.065,-0.019,-0.046,0.05,0.106,0.126,0.086,0.023,0.049
-0.076,-0.093,-0.016,0.085,-0.03,-0.054,0.051,0.061,0.085,0.043,0.021,0.023
-0.101,-0.106,-0.004,0.104,-0.048,-0.055,0.045,0.03,0.057,0.018,-0.04,0.012
-0.096,-0.11,-0.014,0.104,-0.041,-0.062,0.047,0.007,0.038,0.005,0.042,0.001
-0.074,-0.11,-0.037,0.092,-0.018,-0.073,0.032,-0.009,0.023,-0.005,0.145,-0.011
